distributor,distribution_year,distribution_period,region,reporting_year,reporting_period,country,party_type,track_title,track_id,iswc,isrc,show_name,episode_name,use_code,income_type,raw_income_type,general_source,music_user,raw_music_user,performance_period,survey_type,number_of_plays,licensor_payor,payable_amount,base_amount,bonus_amount,is_adjustment,sales_period
BMI,2021,3,domestic,2021,20213,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,PANDORA,PANDORA PLUS,2021-01-01,,6264,BMI,1.18,1.18,0.0,N,
BMI,2021,3,domestic,2021,20213,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,PANDORA,PANDORA PREMIUM,2021-01-01,,14046,BMI,4.08,4.08,0.0,N,
BMI,2021,3,domestic,2021,20213,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,PANDORA,PANDORA PREMIUM,2021-01-01,,4530,BMI,1.32,1.32,0.0,N,
BMI,2021,3,domestic,2021,20213,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SLACKER,SLACKER,2021-01-01,,100,BMI,0.03,0.03,0.0,N,
BMI,2021,3,domestic,2021,20213,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SOUNDCLOUD,SOUNDCLOUD FREE,2021-01-01,,46,BMI,0.01,0.01,0.0,N,
BMI,2021,3,domestic,2021,20213,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SOUNDCLOUD,SOUNDCLOUD FREE,2021-01-01,,7612,BMI,1.38,1.38,0.0,N,
BMI,2021,3,domestic,2021,20213,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SOUNDCLOUD,SOUNDCLOUD GO,2021-01-01,,24,BMI,0.02,0.02,0.0,N,
BMI,2021,3,domestic,2021,20213,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SOUNDCLOUD,SOUNDCLOUD PLUS,2021-01-01,,169,BMI,0.11,0.11,0.0,N,
BMI,2021,3,domestic,2021,20213,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SPOTIFY,SPOTIFY FAMILY,2021-01-01,,94055,BMI,19.09,19.09,0.0,N,
BMI,2021,3,domestic,2021,20213,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SPOTIFY,SPOTIFY FAMILY,2021-01-01,,6717,BMI,1.36,1.36,0.0,N,
BMI,2021,3,domestic,2021,20213,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SPOTIFY,SPOTIFY FREE,2021-01-01,,22778,BMI,5.59,5.59,0.0,N,
BMI,2021,3,domestic,2021,20213,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SPOTIFY,SPOTIFY FREE,2021-01-01,,12109,BMI,2.97,2.97,0.0,N,
BMI,2021,3,domestic,2021,20213,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SPOTIFY,SPOTIFY PREM,2021-01-01,,18768,BMI,6.03,6.03,0.0,N,
BMI,2021,3,domestic,2021,20213,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SPOTIFY,SPOTIFY PREM,2021-01-01,,11341,BMI,3.64,3.64,0.0,N,
BMI,2021,3,domestic,2021,20213,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SPOTIFY,SPOTIFY STUDENT,2021-01-01,,1497,BMI,0.06,0.06,0.0,N,
BMI,2021,3,domestic,2021,20213,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SPOTIFY,SPOTIFY STUDENT,2021-01-01,,996,BMI,0.04,0.04,0.0,N,
BMI,2021,3,domestic,2021,20213,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,TIDAL,TIDAL,2021-01-01,,446,BMI,0.22,0.22,0.0,N,
BMI,2021,3,domestic,2021,20213,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,TIK TOK,TIK TOK,2020-01-01,,11,BMI,0.01,0.01,0.0,N,
BMI,2021,3,domestic,2021,20213,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,TIK TOK,TIK TOK,2020-01-01,,11,BMI,0.01,0.01,0.0,N,
BMI,2021,3,domestic,2021,20213,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,TIK TOK,TIK TOK,2020-01-01,,112,BMI,0.05,0.05,0.0,N,
BMI,2021,3,domestic,2021,20213,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,TIK TOK,TIK TOK,2020-01-01,,17,BMI,0.01,0.01,0.0,N,
BMI,2021,3,domestic,2021,20213,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,TIK TOK,TIK TOK,2020-01-01,,113,BMI,0.05,0.05,0.0,N,
BMI,2021,3,domestic,2021,20213,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,YOUTUBE,YOUTUBE FREE,2021-01-01,,39261,BMI,5.16,5.16,0.0,N,
BMI,2021,3,domestic,2021,20213,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,YOUTUBE,YOUTUBE FREE,2021-01-01,,200868,BMI,52.33,52.33,0.0,N,
BMI,2021,3,domestic,2021,20213,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,YOUTUBE,YOUTUBE MUSIC,2021-01-01,,4487,BMI,0.83,0.83,0.0,N,
BMI,2021,3,domestic,2021,20213,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,YOUTUBE,YOUTUBE MUSIC,2021-01-01,,10691,BMI,2.09,2.09,0.0,N,
BMI,2021,3,domestic,2021,20213,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,YOUTUBE,YOUTUBE PREMIUM,2021-01-01,,5157,BMI,1.19,1.19,0.0,N,
BMI,2021,3,domestic,2021,20213,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,YOUTUBE,YOUTUBE PREMIUM,2021-01-01,,37531,BMI,11.72,11.72,0.0,N,
BMI,2021,3,intl,2021,20213,France,W,HABLAME 2,24412280,,,,,OTHER,PERFORMANCE,,INTERNATIONAL,OTHER,GENERAL,2021-01-01,,0,BMI,0.04,0.04,0.0,N,
BMI,2021,3,intl,2021,20213,Germany,W,HABLAME 2,24412280,,,,,OTHER,PERFORMANCE,,INTERNATIONAL,OTHER,GENERAL,2021-01-01,,0,BMI,0.1,0.1,0.0,N,
BMI,2021,3,intl,2021,20213,Germany,W,HABLAME 2,24412280,,,,,OTHER,PERFORMANCE,,INTERNATIONAL,OTHER,GENERAL,2021-01-01,,0,BMI,0.1,0.1,0.0,N,
BMI,2021,3,intl,2021,20213,Guatemala,W,HABLAME 2,24412280,,,,,OTHER,PERFORMANCE,,INTERNATIONAL,OTHER,GENERAL,2021-01-01,,0,BMI,0.12,0.12,0.0,N,
BMI,2021,3,intl,2021,20213,Honduras,W,HABLAME 2,24412280,,,,,OTHER,PERFORMANCE,,INTERNATIONAL,OTHER,GENERAL,2021-01-01,,0,BMI,0.22,0.22,0.0,N,
BMI,2021,3,intl,2021,20213,Italy,W,HABLAME 2,24412280,,,,,OTHER,PERFORMANCE,,INTERNATIONAL,OTHER,GENERAL,2021-01-01,,0,BMI,0.23,0.23,0.0,N,
BMI,2021,3,intl,2021,20213,Netherlands,W,HABLAME 2,24412280,,,,,OTHER,PERFORMANCE,,INTERNATIONAL,OTHER,GENERAL,2021-01-01,,0,BMI,0.03,0.03,0.0,N,
BMI,2021,3,intl,2021,20213,Spain,W,HABLAME 2,24412280,,,,,OTHER,PERFORMANCE,,INTERNATIONAL,OTHER,GENERAL,2021-01-01,,0,BMI,8.21,8.21,0.0,N,
BMI,2021,3,intl,2021,20213,Spain,W,HABLAME 2,24412280,,,,,OTHER,PERFORMANCE,,INTERNATIONAL,OTHER,GENERAL,2021-01-01,,0,BMI,1.89,1.89,0.0,N,
BMI,2021,3,intl,2021,20213,Sweden,W,HABLAME 2,24412280,,,,,OTHER,PERFORMANCE,,INTERNATIONAL,OTHER,GENERAL,2021-01-01,,0,BMI,0.04,0.04,0.0,N,
BMI,2021,3,intl,2021,20213,Sweden,W,HABLAME 2,24412280,,,,,OTHER,PERFORMANCE,,INTERNATIONAL,OTHER,GENERAL,2021-01-01,,0,BMI,0.01,0.01,0.0,N,
BMI,2021,3,intl,2021,20213,Switzerland,W,HABLAME 2,24412280,,,,,OTHER,PERFORMANCE,,INTERNATIONAL,OTHER,GENERAL,2021-01-01,,0,BMI,0.06,0.06,0.0,N,
BMI,2021,3,intl,2021,20213,United Kingdom,W,HABLAME 2,24412280,,,,,OTHER,PERFORMANCE,,INTERNATIONAL,OTHER,GENERAL,2021-01-01,,0,BMI,0.08,0.08,0.0,N,
BMI,2021,4,domestic,2021,20214,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE FAMILY,2021-01-01,,17738,BMI,5.12,5.12,0.0,N,
BMI,2021,4,domestic,2021,20214,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE FAMILY,2021-01-01,,15170,BMI,4.39,4.39,0.0,N,
BMI,2021,4,domestic,2021,20214,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE INDIV,2021-01-01,,27680,BMI,15.17,15.17,0.0,N,
BMI,2021,4,domestic,2021,20214,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE INDIV,2021-01-01,,28327,BMI,15.26,15.26,0.0,N,
BMI,2021,4,domestic,2021,20214,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE STUDENT,2021-01-01,,4459,BMI,0.99,0.99,0.0,N,
BMI,2021,4,domestic,2021,20214,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE STUDENT,2021-01-01,,3007,BMI,0.67,0.67,0.0,N,
BMI,2021,4,domestic,2021,20214,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE TRIAL,2021-01-01,,3135,BMI,0.37,0.37,0.0,N,
BMI,2021,4,domestic,2021,20214,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE TRIAL,2021-01-01,,4797,BMI,0.57,0.57,0.0,N,
BMI,2021,4,domestic,2021,20214,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE VER TRIAL,2021-01-01,,231,BMI,0.13,0.13,0.0,N,
BMI,2021,4,domestic,2021,20214,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE VER TRIAL,2021-01-01,,211,BMI,0.12,0.12,0.0,N,
BMI,2021,4,domestic,2021,20214,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE VERIZ BUN,2021-01-01,,1290,BMI,0.71,0.71,0.0,N,
BMI,2021,4,domestic,2021,20214,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE VERIZ BUN,2021-01-01,,1067,BMI,0.58,0.58,0.0,N,
BMI,2021,4,domestic,2021,20214,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE VERIZON,2021-01-01,,546,BMI,0.37,0.37,0.0,N,
BMI,2021,4,domestic,2021,20214,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE VERIZON,2021-01-01,,422,BMI,0.29,0.29,0.0,N,
BMI,2021,4,domestic,2021,20214,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE WINBK FAM,2021-01-01,,303,BMI,0.07,0.07,0.0,N,
BMI,2021,4,domestic,2021,20214,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE WINBK FAM,2021-01-01,,264,BMI,0.06,0.06,0.0,N,
BMI,2021,4,domestic,2021,20214,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE WINBK IND,2021-01-01,,1236,BMI,0.37,0.37,0.0,N,
BMI,2021,4,domestic,2021,20214,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE WINBK IND,2021-01-01,,1711,BMI,0.52,0.52,0.0,N,
BMI,2021,4,domestic,2021,20214,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,AUDIOMACK,AUDIOMACK,2021-01-01,,2563,BMI,0.19,0.19,0.0,N,
BMI,2021,4,domestic,2021,20214,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,AUDIOMACK,AUDIOMACK,2021-01-01,,24169,BMI,1.75,1.75,0.0,N,
BMI,2021,4,domestic,2021,20214,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,DEEZER,DEEZER,2021-01-01,,440,BMI,0.46,0.46,0.0,N,
BMI,2021,4,domestic,2021,20214,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,IHEART,IHEART FREE,2021-01-01,,210,BMI,0.02,0.02,0.0,N,
BMI,2021,4,domestic,2021,20214,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,IHEART,IHEART PLUS,2021-01-01,,66,BMI,0.01,0.01,0.0,N,
BMI,2021,4,domestic,2021,20214,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,IHEART,IHEARTALLACCESS,2021-01-01,,92,BMI,0.01,0.01,0.0,N,
BMI,2021,4,domestic,2021,20214,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,OTHER,INTERNET,2021-01-01,,14,BMI,0.01,0.01,0.0,N,
BMI,2021,4,domestic,2021,20214,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,PANDORA,PANDORA,2021-01-01,,64845,BMI,18.1,18.1,0.0,N,
BMI,2021,4,domestic,2021,20214,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,PANDORA,PANDORA,2021-01-01,,47966,BMI,13.39,13.39,0.0,N,
BMI,2021,4,domestic,2021,20214,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,PANDORA,PANDORA PLUS,2021-01-01,,7531,BMI,1.58,1.58,0.0,N,
BMI,2021,4,domestic,2021,20214,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,PANDORA,PANDORA PLUS,2021-01-01,,6036,BMI,1.27,1.27,0.0,N,
BMI,2021,4,domestic,2021,20214,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,PANDORA,PANDORA PREMIUM,2021-01-01,,10846,BMI,3.42,3.42,0.0,N,
BMI,2021,4,domestic,2021,20214,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,PANDORA,PANDORA PREMIUM,2021-01-01,,4401,BMI,1.39,1.39,0.0,N,
BMI,2021,4,domestic,2021,20214,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SLACKER,SLACKER,2021-01-01,,100,BMI,0.03,0.03,0.0,N,
BMI,2021,4,domestic,2021,20214,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SLACKER,SLACKER,2021-01-01,,20,BMI,0.01,0.01,0.0,N,
BMI,2021,4,domestic,2021,20214,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SOUNDCLOUD,SOUNDCLOUD FREE,2021-01-01,,60,BMI,0.01,0.01,0.0,N,
BMI,2021,4,domestic,2021,20214,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SOUNDCLOUD,SOUNDCLOUD FREE,2021-01-01,,7728,BMI,1.28,1.28,0.0,N,
BMI,2021,4,domestic,2021,20214,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SOUNDCLOUD,SOUNDCLOUD GO,2021-01-01,,26,BMI,0.02,0.02,0.0,N,
BMI,2021,4,domestic,2021,20214,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SOUNDCLOUD,SOUNDCLOUD PLUS,2021-01-01,,243,BMI,0.14,0.14,0.0,N,
BMI,2021,4,domestic,2021,20214,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SPOTIFY,SPOTIFY FAMILY,2021-01-01,,83758,BMI,16.92,16.92,0.0,N,
BMI,2021,4,domestic,2021,20214,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SPOTIFY,SPOTIFY FAMILY,2021-01-01,,6638,BMI,1.34,1.34,0.0,N,
BMI,2021,4,domestic,2021,20214,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SPOTIFY,SPOTIFY FREE,2021-01-01,,24920,BMI,6.55,6.55,0.0,N,
BMI,2021,4,domestic,2021,20214,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SPOTIFY,SPOTIFY FREE,2021-01-01,,10863,BMI,2.85,2.85,0.0,N,
BMI,2021,4,domestic,2021,20214,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SPOTIFY,SPOTIFY PREM,2021-01-01,,18176,BMI,5.88,5.88,0.0,N,
BMI,2021,4,domestic,2021,20214,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SPOTIFY,SPOTIFY PREM,2021-01-01,,10620,BMI,3.44,3.44,0.0,N,
BMI,2021,4,domestic,2021,20214,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SPOTIFY,SPOTIFY STUDENT,2021-01-01,,1430,BMI,0.06,0.06,0.0,N,
BMI,2021,4,domestic,2021,20214,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SPOTIFY,SPOTIFY STUDENT,2021-01-01,,835,BMI,0.03,0.03,0.0,N,
BMI,2021,4,domestic,2021,20214,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,TIDAL,TIDAL,2021-01-01,,340,BMI,0.16,0.16,0.0,N,
BMI,2021,4,domestic,2021,20214,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,TIK TOK,TIK TOK,2021-01-01,,75,BMI,0.04,0.04,0.0,N,
BMI,2021,4,domestic,2021,20214,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,TIK TOK,TIK TOK,2021-01-01,,71,BMI,0.04,0.04,0.0,N,
BMI,2021,4,domestic,2021,20214,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,TIK TOK,TIK TOK,2021-01-01,,116,BMI,0.07,0.07,0.0,N,
BMI,2021,4,domestic,2021,20214,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,TIK TOK,TIK TOK,2021-01-01,,46,BMI,0.03,0.03,0.0,N,
BMI,2021,4,domestic,2021,20214,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,TIK TOK,TIK TOK,2021-01-01,,68,BMI,0.04,0.04,0.0,N,
BMI,2021,4,domestic,2021,20214,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,TIK TOK,TIK TOK,2021-01-01,,58,BMI,0.03,0.03,0.0,N,
BMI,2021,4,domestic,2021,20214,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,TIK TOK,TIK TOK,2021-01-01,,111,BMI,0.06,0.06,0.0,N,
BMI,2021,4,domestic,2021,20214,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,TIK TOK,TIK TOK,2021-01-01,,63,BMI,0.04,0.04,0.0,N,
BMI,2021,4,domestic,2021,20214,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,YOUTUBE,YOUTUBE FREE,2021-01-01,,21852,BMI,3.54,3.54,0.0,N,
BMI,2021,4,domestic,2021,20214,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,YOUTUBE,YOUTUBE FREE,2021-01-01,,150652,BMI,41.16,41.16,0.0,N,
BMI,2021,4,domestic,2021,20214,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,YOUTUBE,YOUTUBE MUSIC,2021-01-01,,4553,BMI,0.84,0.84,0.0,N,
BMI,2021,4,domestic,2021,20214,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,YOUTUBE,YOUTUBE MUSIC,2021-01-01,,8523,BMI,1.63,1.63,0.0,N,
BMI,2021,4,domestic,2021,20214,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,YOUTUBE,YOUTUBE PREMIUM,2021-01-01,,3449,BMI,0.86,0.86,0.0,N,
BMI,2021,4,domestic,2021,20214,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,YOUTUBE,YOUTUBE PREMIUM,2021-01-01,,23770,BMI,7.59,7.59,0.0,N,
BMI,2021,4,intl,2021,20214,Argentina,W,HABLAME 2,24412280,,,,,OTHER,PERFORMANCE,,INTERNATIONAL,OTHER,GENERAL,2021-01-01,,0,BMI,1.02,1.02,0.0,N,
BMI,2021,4,intl,2021,20214,Denmark,W,HABLAME 2,24412280,,,,,OTHER,PERFORMANCE,,INTERNATIONAL,OTHER,INTERNET,2021-01-01,,0,BMI,0.03,0.03,0.0,N,
BMI,2021,4,intl,2021,20214,France,W,HABLAME 2,24412280,,,,,OTHER,PERFORMANCE,,INTERNATIONAL,OTHER,INTERNET,2021-01-01,,0,BMI,0.06,0.06,0.0,N,
BMI,2021,4,intl,2021,20214,Germany,W,HABLAME 2,24412280,,,,,OTHER,PERFORMANCE,,INTERNATIONAL,OTHER,INTERNET,2021-01-01,,0,BMI,0.2,0.2,0.0,N,
BMI,2021,4,intl,2021,20214,Guatemala,W,HABLAME 2,24412280,,,,,OTHER,PERFORMANCE,,INTERNATIONAL,OTHER,INTERNET,2021-01-01,,0,BMI,3.32,3.32,0.0,N,
BMI,2021,4,intl,2021,20214,Honduras,W,HABLAME 2,24412280,,,,,OTHER,PERFORMANCE,,INTERNATIONAL,OTHER,INTERNET,2021-01-01,,0,BMI,2.67,2.67,0.0,N,
BMI,2021,4,intl,2021,20214,Italy,W,HABLAME 2,24412280,,,,,OTHER,PERFORMANCE,,INTERNATIONAL,OTHER,INTERNET,2021-01-01,,0,BMI,0.42,0.42,0.0,N,
BMI,2021,4,intl,2021,20214,Netherlands,W,HABLAME 2,24412280,,,,,OTHER,PERFORMANCE,,INTERNATIONAL,OTHER,INTERNET,2021-01-01,,0,BMI,0.06,0.06,0.0,N,
BMI,2021,4,intl,2021,20214,Peru,W,HABLAME 2,24412280,,,,,OTHER,PERFORMANCE,,INTERNATIONAL,OTHER,INTERNET,2021-01-01,,0,BMI,3.18,3.18,0.0,N,
BMI,2021,4,intl,2021,20214,Spain,W,HABLAME 2,24412280,,,,,OTHER,PERFORMANCE,,INTERNATIONAL,OTHER,INTERNET,2021-01-01,,0,BMI,12.71,12.71,0.0,N,
BMI,2021,4,intl,2021,20214,Sweden,W,HABLAME 2,24412280,,,,,OTHER,PERFORMANCE,,INTERNATIONAL,OTHER,INTERNET,2021-01-01,,0,BMI,0.04,0.04,0.0,N,
BMI,2021,4,intl,2021,20214,Sweden,W,HABLAME 2,24412280,,,,,OTHER,PERFORMANCE,,INTERNATIONAL,OTHER,INTERNET,2021-01-01,,0,BMI,0.17,0.17,0.0,N,
BMI,2021,4,intl,2021,20214,Switzerland,W,HABLAME 2,24412280,,,,,OTHER,PERFORMANCE,,INTERNATIONAL,OTHER,INTERNET,2021-01-01,,0,BMI,0.09,0.09,0.0,N,
BMI,2021,4,intl,2021,20214,United Kingdom,W,HABLAME 2,24412280,,,,,OTHER,PERFORMANCE,,INTERNATIONAL,OTHER,INTERNET,2021-01-01,,0,BMI,0.3,0.3,0.0,N,
BMI,2021,4,intl,2021,20214,United Kingdom,W,HABLAME 2,24412280,,,,,OTHER,PERFORMANCE,,INTERNATIONAL,OTHER,INTERNET,2021-01-01,,0,BMI,5.99,5.99,0.0,N,
BMI,2021,4,intl,2021,20214,Uruguay,W,HABLAME 2,24412280,,,,,OTHER,PERFORMANCE,,INTERNATIONAL,OTHER,INTERNET,2021-01-01,,0,BMI,2.72,2.72,0.0,N,
BMI,2022,1,domestic,2022,20221,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE FAMILY,2022-01-01,,18167,BMI,5.63,5.63,0.0,N,
BMI,2022,1,domestic,2022,20221,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE FAMILY,2022-01-01,,20014,BMI,6.2,6.2,0.0,N,
BMI,2022,1,domestic,2022,20221,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE INDIV,2022-01-01,,29788,BMI,15.77,15.77,0.0,N,
BMI,2022,1,domestic,2022,20221,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE INDIV,2022-01-01,,41286,BMI,21.23,21.23,0.0,N,
BMI,2022,1,domestic,2022,20221,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE STUDENT,2022-01-01,,4626,BMI,1.01,1.01,0.0,N,
BMI,2022,1,domestic,2022,20221,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE STUDENT,2022-01-01,,4009,BMI,0.88,0.88,0.0,N,
BMI,2022,1,domestic,2022,20221,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE TRIAL,2022-01-01,,2461,BMI,0.27,0.27,0.0,N,
