distributor,distribution_year,distribution_period,region,reporting_year,reporting_period,country,party_type,track_title,track_id,iswc,isrc,show_name,episode_name,use_code,income_type,raw_income_type,general_source,music_user,raw_music_user,performance_period,survey_type,number_of_plays,licensor_payor,payable_amount,base_amount,bonus_amount,is_adjustment,sales_period
BMI,2020,1,domestic,2020,20201,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE INDIV,2020-01-01,,31272,BMI,19.26,19.26,0.0,N,
BMI,2020,1,domestic,2020,20201,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE INDIV,2020-01-01,,7084,BMI,4.36,4.36,0.0,N,
BMI,2020,1,domestic,2020,20201,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE STUDENT,2020-01-01,,6624,BMI,1.45,1.45,0.0,N,
BMI,2020,1,domestic,2020,20201,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE STUDENT,2020-01-01,,1247,BMI,0.27,0.27,0.0,N,
BMI,2020,1,domestic,2020,20201,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE TRIAL,2020-01-01,,8782,BMI,1.09,1.09,0.0,N,
BMI,2020,1,domestic,2020,20201,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE TRIAL,2020-01-01,,2231,BMI,0.28,0.28,0.0,N,
BMI,2020,1,domestic,2020,20201,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE VER TRIAL,2020-01-01,,463,BMI,0.3,0.3,0.0,N,
BMI,2020,1,domestic,2020,20201,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE VER TRIAL,2020-01-01,,101,BMI,0.06,0.06,0.0,N,
BMI,2020,1,domestic,2020,20201,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE VERIZ BUN,2020-01-01,,1358,BMI,0.84,0.84,0.0,N,
BMI,2020,1,domestic,2020,20201,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE VERIZ BUN,2020-01-01,,395,BMI,0.25,0.25,0.0,N,
BMI,2020,1,domestic,2020,20201,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE VERIZON,2020-01-01,,510,BMI,0.4,0.4,0.0,N,
BMI,2020,1,domestic,2020,20201,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE VERIZON,2020-01-01,,144,BMI,0.11,0.11,0.0,N,
BMI,2020,1,domestic,2020,20201,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE WINBK FAM,2020-01-01,,113,BMI,0.03,0.03,0.0,N,
BMI,2020,1,domestic,2020,20201,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE WINBK IND,2020-01-01,,423,BMI,0.16,0.16,0.0,N,
BMI,2020,1,domestic,2020,20201,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE WINBK IND,2020-01-01,,143,BMI,0.05,0.05,0.0,N,
BMI,2020,1,domestic,2020,20201,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,DEEZER,DEEZER,2020-01-01,,54,BMI,0.05,0.05,0.0,N,
BMI,2020,1,domestic,2020,20201,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,FACEBOOK,FACEBOOK,2019-01-01,,1,BMI,2.19,2.19,0.0,N,
BMI,2020,1,domestic,2020,20201,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,FACEBOOK,FACEBOOK,2019-01-01,,1,BMI,4.89,4.89,0.0,N,
BMI,2020,1,domestic,2020,20201,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,GOOGLE PLAY,GOOGLE PLAY RAD,2016-01-01,,4546,BMI,0.84,0.84,0.0,N,
BMI,2020,1,domestic,2020,20201,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,GOOGLE PLAY,GOOGLE PLAY RAD,2017-01-01,,6725,BMI,1.24,1.24,0.0,N,
BMI,2020,1,domestic,2020,20201,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,GOOGLE PLAY,GOOGLE PLAY RAD,2018-01-01,,2566,BMI,0.47,0.47,0.0,N,
BMI,2020,1,domestic,2020,20201,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,GOOGLE PLAY,GOOGLE PLAY RAD,2020-01-01,,232,BMI,0.02,0.02,0.0,N,
BMI,2020,1,domestic,2020,20201,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,GOOGLE PLAY,GOOGLE PLAY RAD,2016-01-01,,4394,BMI,0.81,0.81,0.0,N,
BMI,2020,1,domestic,2020,20201,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,GOOGLE PLAY,GOOGLE PLAY RAD,2017-01-01,,6833,BMI,1.26,1.26,0.0,N,
BMI,2020,1,domestic,2020,20201,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,GOOGLE PLAY,GOOGLE PLAY RAD,2018-01-01,,2978,BMI,0.55,0.55,0.0,N,
BMI,2020,1,domestic,2020,20201,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,GOOGLE PLAY,GOOGLE PLAY RAD,2020-01-01,,258,BMI,0.03,0.03,0.0,N,
BMI,2020,1,domestic,2020,20201,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,GOOGLE PLAY,GOOGLE PLAY SUB,2016-01-01,,595,BMI,0.16,0.16,0.0,N,
BMI,2020,1,domestic,2020,20201,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,GOOGLE PLAY,GOOGLE PLAY SUB,2017-01-01,,92,BMI,0.03,0.03,0.0,N,
BMI,2020,1,domestic,2020,20201,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,GOOGLE PLAY,GOOGLE PLAY SUB,2018-01-01,,58,BMI,0.02,0.02,0.0,N,
BMI,2020,1,domestic,2020,20201,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,GOOGLE PLAY,GOOGLE PLAY SUB,2020-01-01,,85,BMI,0.01,0.01,0.0,N,
BMI,2020,1,domestic,2020,20201,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,GOOGLE PLAY,GOOGLE PLAY SUB,2016-01-01,,371,BMI,0.1,0.1,0.0,N,
BMI,2020,1,domestic,2020,20201,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,GOOGLE PLAY,GOOGLE PLAY SUB,2017-01-01,,131,BMI,0.04,0.04,0.0,N,
BMI,2020,1,domestic,2020,20201,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,GOOGLE PLAY,GOOGLE PLAY SUB,2018-01-01,,59,BMI,0.02,0.02,0.0,N,
BMI,2020,1,domestic,2020,20201,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,GOOGLE PLAY,GOOGLE PLAY SUB,2020-01-01,,74,BMI,0.01,0.01,0.0,N,
BMI,2020,1,domestic,2020,20201,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,IHEART,IHEART FREE,2020-01-01,,60,BMI,0.01,0.01,0.0,N,
BMI,2020,1,domestic,2020,20201,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,PANDORA,PANDORA,2020-01-01,,216804,BMI,40.66,40.66,0.0,N,
BMI,2020,1,domestic,2020,20201,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,PANDORA,PANDORA PLUS,2020-01-01,,29584,BMI,5.85,5.85,0.0,N,
BMI,2020,1,domestic,2020,20201,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,PANDORA,PANDORA PREMIUM,2020-01-01,,22577,BMI,6.72,6.72,0.0,N,
BMI,2020,1,domestic,2020,20201,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SOUNDCLOUD,SOUNDCLOUD FREE,2020-01-01,,161,BMI,0.01,0.01,0.0,N,
BMI,2020,1,domestic,2020,20201,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SOUNDCLOUD,SOUNDCLOUD FREE,2020-01-01,,21061,BMI,1.59,1.59,0.0,N,
BMI,2020,1,domestic,2020,20201,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SOUNDCLOUD,SOUNDCLOUD GO,2020-01-01,,35,BMI,0.05,0.05,0.0,N,
BMI,2020,1,domestic,2020,20201,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SOUNDCLOUD,SOUNDCLOUD PLUS,2020-01-01,,280,BMI,0.39,0.39,0.0,N,
BMI,2020,1,domestic,2020,20201,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SPOTIFY,SPOTIFY FREE,2020-01-01,,25317,BMI,3.07,3.07,0.0,N,
BMI,2020,1,domestic,2020,20201,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SPOTIFY,SPOTIFY FREE,2020-01-01,,18498,BMI,2.25,2.25,0.0,N,
BMI,2020,1,domestic,2020,20201,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SPOTIFY,SPOTIFY PREM,2020-01-01,,30337,BMI,6.62,6.62,0.0,N,
BMI,2020,1,domestic,2020,20201,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SPOTIFY,SPOTIFY PREM,2020-01-01,,25662,BMI,5.6,5.6,0.0,N,
BMI,2020,1,domestic,2020,20201,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,TIDAL,TIDAL,2020-01-01,,763,BMI,0.26,0.26,0.0,N,
BMI,2020,1,domestic,2020,20201,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,YOUTUBE,YOUTUBE FREE,2020-01-01,,32547,BMI,3.8,3.8,0.0,N,
BMI,2020,1,domestic,2020,20201,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,YOUTUBE,YOUTUBE FREE,2020-01-01,,107574,BMI,15.45,15.45,0.0,N,
BMI,2020,1,domestic,2020,20201,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,YOUTUBE,YOUTUBE MUSIC,2019-01-01,,2325,BMI,0.39,0.39,0.0,N,
BMI,2020,1,domestic,2020,20201,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,YOUTUBE,YOUTUBE MUSIC,2020-01-01,,3186,BMI,0.52,0.52,0.0,N,
BMI,2020,1,domestic,2020,20201,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,YOUTUBE,YOUTUBE MUSIC,2019-01-01,,3822,BMI,0.67,0.67,0.0,N,
BMI,2020,1,domestic,2020,20201,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,YOUTUBE,YOUTUBE MUSIC,2020-01-01,,5514,BMI,0.94,0.94,0.0,N,
BMI,2020,1,domestic,2020,20201,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,YOUTUBE,YOUTUBE PREMIUM,2019-01-01,,4353,BMI,0.85,0.85,0.0,N,
BMI,2020,1,domestic,2020,20201,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,YOUTUBE,YOUTUBE PREMIUM,2020-01-01,,4038,BMI,0.82,0.82,0.0,N,
BMI,2020,1,domestic,2020,20201,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,YOUTUBE,YOUTUBE PREMIUM,2019-01-01,,10124,BMI,2.0,2.0,0.0,N,
BMI,2020,1,domestic,2020,20201,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,YOUTUBE,YOUTUBE PREMIUM,2020-01-01,,11786,BMI,2.45,2.45,0.0,N,
BMI,2020,2,domestic,2020,20202,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE FAMILY,2020-01-01,,23705,BMI,8.74,8.74,0.0,N,
BMI,2020,2,domestic,2020,20202,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE FAMILY,2020-01-01,,6022,BMI,2.22,2.22,0.0,N,
BMI,2020,2,domestic,2020,20202,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE INDIV,2020-01-01,,39208,BMI,26.46,26.46,0.0,N,
BMI,2020,2,domestic,2020,20202,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE INDIV,2020-01-01,,9567,BMI,6.46,6.46,0.0,N,
BMI,2020,2,domestic,2020,20202,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE STUDENT,2020-01-01,,8298,BMI,2.14,2.14,0.0,N,
BMI,2020,2,domestic,2020,20202,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE STUDENT,2020-01-01,,1826,BMI,0.47,0.47,0.0,N,
BMI,2020,2,domestic,2020,20202,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE TRIAL,2020-01-01,,8160,BMI,1.12,1.12,0.0,N,
BMI,2020,2,domestic,2020,20202,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE TRIAL,2020-01-01,,3244,BMI,0.45,0.45,0.0,N,
BMI,2020,2,domestic,2020,20202,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE VER TRIAL,2020-01-01,,572,BMI,0.4,0.4,0.0,N,
BMI,2020,2,domestic,2020,20202,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE VER TRIAL,2020-01-01,,85,BMI,0.06,0.06,0.0,N,
BMI,2020,2,domestic,2020,20202,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE VERIZ BUN,2020-01-01,,1734,BMI,1.17,1.17,0.0,N,
BMI,2020,2,domestic,2020,20202,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE VERIZ BUN,2020-01-01,,545,BMI,0.37,0.37,0.0,N,
BMI,2020,2,domestic,2020,20202,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE VERIZON,2020-01-01,,631,BMI,0.54,0.54,0.0,N,
BMI,2020,2,domestic,2020,20202,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE VERIZON,2020-01-01,,221,BMI,0.19,0.19,0.0,N,
BMI,2020,2,domestic,2020,20202,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE WINBK FAM,2020-01-01,,202,BMI,0.07,0.07,0.0,N,
BMI,2020,2,domestic,2020,20202,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE WINBK FAM,2020-01-01,,75,BMI,0.03,0.03,0.0,N,
BMI,2020,2,domestic,2020,20202,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE WINBK IND,2020-01-01,,1127,BMI,0.48,0.48,0.0,N,
BMI,2020,2,domestic,2020,20202,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE WINBK IND,2020-01-01,,276,BMI,0.12,0.12,0.0,N,
BMI,2020,2,domestic,2020,20202,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING VIDEO,OTHER,DAILY MOTION,2020-01-01,,3,BMI,0.01,0.01,0.0,N,
BMI,2020,2,domestic,2020,20202,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,DEEZER,DEEZER,2020-01-01,,84,BMI,0.08,0.08,0.0,N,
BMI,2020,2,domestic,2020,20202,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,FACEBOOK,FACEBOOK,2020-01-01,,1,BMI,1.46,1.46,0.0,N,
BMI,2020,2,domestic,2020,20202,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,GOOGLE PLAY,GOOGLE PLAY RAD,2020-01-01,,119,BMI,0.01,0.01,0.0,N,
BMI,2020,2,domestic,2020,20202,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,GOOGLE PLAY,GOOGLE PLAY RAD,2020-01-01,,172,BMI,0.02,0.02,0.0,N,
BMI,2020,2,domestic,2020,20202,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,GOOGLE PLAY,GOOGLE PLAY SUB,2020-01-01,,57,BMI,0.01,0.01,0.0,N,
BMI,2020,2,domestic,2020,20202,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,GOOGLE PLAY,GOOGLE PLAY SUB,2020-01-01,,100,BMI,0.02,0.02,0.0,N,
BMI,2020,2,domestic,2020,20202,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,IHEART,IHEART FREE,2020-01-01,,63,BMI,0.01,0.01,0.0,N,
BMI,2020,2,domestic,2020,20202,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,PANDORA,PANDORA,2020-01-01,,202101,BMI,36.91,36.91,0.0,N,
BMI,2020,2,domestic,2020,20202,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,PANDORA,PANDORA PLUS,2020-01-01,,26354,BMI,4.94,4.94,0.0,N,
BMI,2020,2,domestic,2020,20202,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,PANDORA,PANDORA PREMIUM,2020-01-01,,18963,BMI,5.43,5.43,0.0,N,
BMI,2020,2,domestic,2020,20202,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SOUNDCLOUD,SOUNDCLOUD FREE,2020-01-01,,69,BMI,0.01,0.01,0.0,N,
BMI,2020,2,domestic,2020,20202,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SOUNDCLOUD,SOUNDCLOUD FREE,2020-01-01,,13536,BMI,1.47,1.47,0.0,N,
BMI,2020,2,domestic,2020,20202,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SOUNDCLOUD,SOUNDCLOUD GO,2020-01-01,,48,BMI,0.08,0.08,0.0,N,
BMI,2020,2,domestic,2020,20202,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SOUNDCLOUD,SOUNDCLOUD PLUS,2020-01-01,,5,BMI,0.01,0.01,0.0,N,
BMI,2020,2,domestic,2020,20202,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SOUNDCLOUD,SOUNDCLOUD PLUS,2020-01-01,,219,BMI,0.35,0.35,0.0,N,
BMI,2020,2,domestic,2020,20202,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SPOTIFY,SPOTIFY FAMILY,2020-01-01,,197351,BMI,35.48,35.48,0.0,N,
BMI,2020,2,domestic,2020,20202,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SPOTIFY,SPOTIFY FAMILY,2020-01-01,,30196,BMI,5.43,5.43,0.0,N,
BMI,2020,2,domestic,2020,20202,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SPOTIFY,SPOTIFY FREE,2020-01-01,,23915,BMI,2.42,2.42,0.0,N,
BMI,2020,2,domestic,2020,20202,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SPOTIFY,SPOTIFY FREE,2020-01-01,,12477,BMI,1.26,1.26,0.0,N,
BMI,2020,2,domestic,2020,20202,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SPOTIFY,SPOTIFY PREM,2020-01-01,,16986,BMI,5.27,5.27,0.0,N,
BMI,2020,2,domestic,2020,20202,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SPOTIFY,SPOTIFY PREM,2020-01-01,,11158,BMI,3.46,3.46,0.0,N,
BMI,2020,2,domestic,2020,20202,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SPOTIFY,SPOTIFY STUDENT,2020-01-01,,2227,BMI,0.1,0.1,0.0,N,
BMI,2020,2,domestic,2020,20202,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SPOTIFY,SPOTIFY STUDENT,2020-01-01,,1795,BMI,0.08,0.08,0.0,N,
BMI,2020,2,domestic,2020,20202,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,TIDAL,TIDAL,2020-01-01,,553,BMI,0.19,0.19,0.0,N,
BMI,2020,2,domestic,2020,20202,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,YOUTUBE,YOUTUBE FREE,2020-01-01,,29216,BMI,2.67,2.67,0.0,N,
BMI,2020,2,domestic,2020,20202,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,YOUTUBE,YOUTUBE FREE,2020-01-01,,92659,BMI,12.55,12.55,0.0,N,
BMI,2020,2,domestic,2020,20202,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,YOUTUBE,YOUTUBE MUSIC,2020-01-01,,4379,BMI,0.74,0.74,0.0,N,
BMI,2020,2,domestic,2020,20202,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,YOUTUBE,YOUTUBE MUSIC,2020-01-01,,7111,BMI,1.21,1.21,0.0,N,
BMI,2020,2,domestic,2020,20202,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,YOUTUBE,YOUTUBE PREMIUM,2020-01-01,,3378,BMI,0.7,0.7,0.0,N,
BMI,2020,2,domestic,2020,20202,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,YOUTUBE,YOUTUBE PREMIUM,2020-01-01,,12142,BMI,2.55,2.55,0.0,N,
BMI,2020,3,domestic,2020,20203,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE FAMILY,2020-01-01,,20958,BMI,7.19,7.19,0.0,N,
BMI,2020,3,domestic,2020,20203,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE FAMILY,2020-01-01,,6849,BMI,2.35,2.35,0.0,N,
BMI,2020,3,domestic,2020,20203,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE INDIV,2020-01-01,,34561,BMI,21.34,21.34,0.0,N,
BMI,2020,3,domestic,2020,20203,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE INDIV,2020-01-01,,12047,BMI,7.44,7.44,0.0,N,
BMI,2020,3,domestic,2020,20203,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE STUDENT,2020-01-01,,7621,BMI,1.77,1.77,0.0,N,
BMI,2020,3,domestic,2020,20203,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE STUDENT,2020-01-01,,1878,BMI,0.44,0.44,0.0,N,
BMI,2020,3,domestic,2020,20203,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE TRIAL,2020-01-01,,5332,BMI,0.74,0.74,0.0,N,
BMI,2020,3,domestic,2020,20203,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE TRIAL,2020-01-01,,3380,BMI,0.47,0.47,0.0,N,
BMI,2020,3,domestic,2020,20203,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE VER TRIAL,2020-01-01,,258,BMI,0.17,0.17,0.0,N,
BMI,2020,3,domestic,2020,20203,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE VER TRIAL,2020-01-01,,53,BMI,0.03,0.03,0.0,N,
BMI,2020,3,domestic,2020,20203,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE VERIZ BUN,2020-01-01,,1482,BMI,0.94,0.94,0.0,N,
BMI,2020,3,domestic,2020,20203,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE VERIZ BUN,2020-01-01,,663,BMI,0.42,0.42,0.0,N,
BMI,2020,3,domestic,2020,20203,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE VERIZON,2020-01-01,,524,BMI,0.42,0.42,0.0,N,
BMI,2020,3,domestic,2020,20203,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE VERIZON,2020-01-01,,257,BMI,0.21,0.21,0.0,N,
BMI,2020,3,domestic,2020,20203,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE WINBK FAM,2020-01-01,,199,BMI,0.07,0.07,0.0,N,
